Animal,gender,ID,cute,rounded,streamlined,colorful,warning,speedy,powerful,reliable,elegant,friendly,rough,hard,aggressive,recognizable,specially-textured,beautiful-implied ,clever,leisurely,fashion-colored,majestic,specially-structured
snake,男,17,6,6,6,6,6,6,5,3,6,3,2,2,6,5,6,5,7,5,4,5,4
snake,男,18,7,7,7,7,5,7,7,1,6,4,2,2,7,7,7,1,1,1,7,1,7
snake,男,19,1,2,7,7,7,7,7,1,1,1,1,1,7,7,7,1,7,6,7,4,7
snake,男,20,1,6,7,7,7,7,7,1,6,1,7,7,7,7,7,1,5,2,7,5,7
snake,男,21,3,3,7,3,4,4,3,3,2,2,2,3,7,2,2,3,3,4,2,3,4
snake,男,22,2,2,6,6,7,7,7,3,4,2,6,3,6,7,7,3,7,5,5,3,7
snake,男,23,2,4,5,6,7,6,5,1,4,2,2,1,7,7,1,1,6,5,4,2,7
snake,男,24,2,7,5,7,7,6,4,1,3,1,5,5,7,7,6,2,4,2,7,5,6
snake,男,25,1,5,7,7,7,6,6,1,6,1,5,3,7,7,5,1,3,2,2,6,7
snake,男,26,3,5,5,5,6,5,5,3,3,3,5,4,6,6,5,4,5,3,4,3,5
snake,男,27,3,2,6,7,7,6,5,2,7,1,4,7,7,7,5,2,5,4,7,4,6
snake,男,28,4,3,6,6,6,7,6,3,5,3,4,3,7,7,5,2,6,4,6,5,5
snake,男,29,3,4,4,3,7,7,2,2,3,1,4,4,7,7,7,3,6,3,7,7,7
snake,男,30,2,4,4,6,6,5,4,2,3,2,4,3,6,6,6,2,5,3,2,3,4
snake,男,31,1,1,7,7,7,7,6,1,5,1,5,5,7,7,7,1,1,4,7,1,7
snake,男,32,5,4,5,6,6,5,5,4,4,6,5,4,6,5,5,4,5,4,5,4,5
snake,男,33,2,2,6,7,2,7,5,1,1,1,5,6,7,7,7,2,5,1,1,1,6
snake,男,34,5,3,7,6,6,7,7,3,3,2,7,2,7,7,6,4,6,4,6,7,5
snake,男,35,4,4,5,5,5,5,5,4,4,7,7,4,4,4,4,4,6,4,3,4,3
snake,男,36,3,4,5,4,3,4,3,4,4,4,4,2,6,5,3,3,5,4,3,3,3
snake,女,37,2,6,7,7,7,6,6,2,3,1,2,3,7,6,4,1,6,1,2,6,7
snake,女,38,1,1,7,7,7,7,5,1,1,1,6,3,7,7,7,1,4,4,4,4,7
snake,女,39,1,1,1,5,7,7,1,1,1,1,1,5,7,7,7,1,7,7,7,5,7
snake,女,40,5,1,1,7,7,7,7,4,4,1,6,2,7,6,6,2,4,4,3,4,7
snake,女,41,4,1,7,7,7,7,5,2,6,1,3,5,6,7,4,3,6,4,7,4,7
snake,女,42,2,2,6,6,2,3,4,2,3,1,3,2,6,6,5,1,5,3,6,4,5
snake,女,43,1,3,5,7,7,5,6,2,6,1,6,5,7,6,7,1,5,6,5,5,7
snake,女,44,3,3,4,3,2,5,1,1,4,2,6,1,7,7,6,3,6,2,2,5,7
snake,女,45,1,1,7,7,7,7,6,2,6,1,2,1,7,6,6,1,6,5,7,6,7
snake,女,46,1,1,6,7,7,5,5,1,4,1,7,1,7,7,7,1,6,5,6,4,7
snake,女,47,1,1,7,5,3,5,6,1,5,1,6,1,7,7,6,1,7,1,1,5,7
snake,女,48,1,1,1,6,7,7,7,1,1,1,7,5,7,7,5,1,7,6,1,1,5
snake,女,49,1,1,6,7,7,5,6,2,5,2,7,1,7,7,7,2,5,4,6,4,7
snake,女,50,1,6,6,7,7,7,7,1,1,1,1,1,7,5,4,4,6,2,1,4,4
snake,女,51,3,2,2,6,7,7,5,4,4,4,5,3,7,6,7,4,5,3,7,4,1
snake,女,52,3,3,3,5,6,7,7,2,5,1,2,2,7,6,6,1,6,2,3,3,7
snake,女,53,1,1,1,6,4,6,5,1,1,1,6,1,7,7,7,4,4,4,5,4,7
snake,女,54,4,2,7,7,7,7,7,1,7,1,7,1,7,7,7,1,3,1,7,4,7
snake,女,55,3,2,3,2,5,3,5,3,5,4,4,5,5,4,4,5,5,5,5,3,5
snake,女,56,1,1,5,6,7,5,1,1,5,1,1,1,7,7,1,1,3,1,4,2,5
snake,女,57,1,5,6,7,7,7,7,1,1,1,6,1,7,7,7,1,7,1,6,7,7
snake,女,58,1,2,4,6,7,6,5,1,4,1,4,3,7,5,3,3,6,6,3,2,5
snake,女,59,1,2,5,7,7,7,6,1,1,1,7,6,7,7,6,1,6,5,3,6,7
snake,女,60,3,3,6,7,7,6,4,2,5,3,5,4,7,6,5,2,6,5,6,6,6
snake,女,61,2,3,5,5,6,6,5,2,6,2,5,2,6,7,5,4,6,3,6,4,6
snake,女,62,1,7,7,7,7,7,7,1,7,1,7,7,7,7,7,1,7,1,7,7,7
snake,女,63,2,2,7,7,7,3,5,1,7,2,7,2,7,7,7,3,3,3,7,3,7
snake,女,64,5,4,6,6,4,3,5,2,6,2,2,2,6,7,7,3,4,2,5,4,6
snake,女,65,2,1,6,7,7,7,6,1,4,2,1,1,7,6,5,4,6,4,4,4,4
snake,女,66,3,4,6,5,6,7,6,2,5,2,2,4,7,5,5,3,5,4,4,5,5
snake,女,67,1,1,7,7,7,7,7,3,7,1,1,1,7,7,5,4,6,4,7,4,7
snake,女,68,1,2,6,6,5,7,5,1,4,3,4,4,7,6,5,4,5,4,5,5,5
snake,女,69,2,3,6,6,7,7,5,1,5,1,6,2,7,5,7,3,7,6,7,6,6
snake,女,70,1,1,1,1,1,7,7,1,1,1,7,1,7,7,1,1,1,1,1,1,1
snake,女,71,3,7,4,5,2,4,2,1,3,1,1,1,6,5,5,1,3,2,4,3,4
snake,女,72,2,2,7,7,7,7,6,1,7,1,1,1,7,7,7,4,7,5,7,6,7
snake,女,73,4,6,5,7,1,5,5,4,5,3,4,4,5,5,6,3,3,3,6,5,5
snake,女,74,2,1,7,7,1,7,4,1,5,1,6,2,7,7,4,2,6,4,5,3,7
snake,女,75,1,7,6,7,5,7,5,1,1,1,4,4,7,7,6,4,4,1,4,4,6
snake,女,76,7,7,7,7,7,7,6,1,7,1,6,4,4,7,7,4,7,1,7,4,7
snake,女,77,1,5,5,7,5,5,5,1,5,1,6,3,7,7,7,2,6,4,7,2,6
snake,女,78,1,1,7,7,7,7,6,1,5,1,4,1,7,7,7,1,6,6,4,7,4
snake,女,79,1,6,1,7,7,7,7,3,6,1,6,2,7,6,5,2,6,4,5,4,4
snake,女,80,5,5,7,7,7,7,7,3,4,4,3,1,7,7,7,7,7,4,5,7,5
snake,女,81,7,6,2,6,6,6,5,2,7,3,5,6,6,7,5,3,6,4,5,1,4
snake,女,82,1,1,1,7,7,6,5,3,1,1,6,5,7,4,4,1,1,1,1,1,3
snake,女,83,1,1,1,6,6,1,6,1,1,1,7,2,7,7,7,1,4,5,3,7,7
snake,女,84,1,1,1,7,7,5,6,1,1,1,1,1,7,7,7,1,7,4,6,6,7
snake,女,85,1,1,6,6,7,4,6,1,4,1,5,3,7,7,5,1,5,5,7,1,7
snake,女,86,4,3,6,5,5,6,6,2,6,4,4,3,6,7,6,2,3,4,5,4,5
snake,女,87,3,3,6,6,5,6,7,5,6,6,5,4,6,6,6,3,6,3,5,6,7
snake,女,88,5,2,6,6,7,6,5,2,5,1,6,5,6,6,6,2,4,2,6,4,6
snake,女,89,2,6,6,6,6,6,5,3,6,2,4,5,6,6,6,2,6,2,6,6,6
snake,女,90,6,4,6,7,7,7,7,6,5,5,3,5,4,5,4,4,7,6,4,6,6
snake,女,91,1,1,7,7,7,6,5,2,5,1,5,3,7,7,7,5,4,3,5,6,7
snake,女,92,1,6,1,7,1,6,7,1,6,1,2,5,7,7,7,1,7,2,6,7,7
snake,女,93,5,2,7,7,7,7,5,1,7,2,5,2,6,7,6,1,5,2,4,4,7
snake,女,94,6,1,7,7,7,7,7,4,6,3,2,2,7,7,6,4,6,3,5,5,6
snake,女,95,2,7,2,7,7,6,6,4,5,2,2,2,7,7,7,2,6,2,5,2,5
snake,女,96,1,1,7,7,7,7,7,1,5,1,4,4,7,7,6,1,6,4,5,5,7
snake,女,97,4,4,6,6,6,6,5,4,5,4,4,5,6,6,5,4,6,4,5,5,4
snake,女,98,1,4,6,7,7,7,5,2,4,2,4,3,7,7,6,4,5,4,7,6,5
snake,女,99,1,1,2,6,6,6,5,1,1,1,6,5,7,4,5,2,6,3,4,5,4
snake,女,100,1,6,4,7,7,7,1,1,5,1,6,1,7,7,7,1,7,4,7,4,7
snake,女,101,3,2,6,6,7,6,5,2,2,1,1,1,7,7,6,3,5,5,3,1,5
snake,女,102,4,3,5,6,6,6,5,3,5,3,5,5,6,7,5,4,5,3,4,5,6
snake,女,103,4,5,7,5,7,7,5,1,6,3,7,7,7,7,7,5,6,2,6,7,6
snake,女,104,3,3,2,6,6,6,5,3,5,2,5,5,6,6,6,3,5,3,5,3,5
snake,女,105,5,4,3,6,5,2,6,2,5,2,2,3,6,6,4,4,6,3,6,6,2
snake,女,106,1,5,5,7,7,6,6,2,6,1,1,1,7,6,7,1,1,1,7,5,4
snake,女,107,2,4,4,6,7,5,7,2,5,4,3,4,7,4,5,4,4,4,6,4,4
frog,男,1,6,7,2,7,7,5,1,1,1,4,6,1,5,7,4,2,1,6,5,1,7
frog,男,2,7,7,1,7,3,2,1,4,6,1,1,1,1,7,5,4,1,7,1,1,5
frog,男,3,2,2,2,7,7,2,2,2,3,3,4,4,4,4,3,3,4,3,4,3,2
frog,男,4,1,1,1,6,7,6,1,1,1,1,4,1,1,7,6,1,6,1,7,1,7
frog,男,5,7,6,2,7,6,2,2,2,3,6,2,2,3,6,5,5,5,5,6,2,5
frog,男,6,4,4,4,5,5,5,4,5,5,4,4,4,4,5,4,4,3,4,4,4,5
frog,男,7,1,1,1,1,4,1,1,1,1,1,1,1,5,5,1,1,2,5,1,1,3
frog,男,8,5,5,4,6,5,4,3,3,5,5,3,2,2,5,6,4,4,5,6,4,5
frog,男,9,5,5,5,6,3,4,1,2,5,5,3,1,4,5,5,4,3,4,4,3,5
frog,男,10,6,4,5,3,5,6,5,4,7,5,3,5,5,6,3,5,5,5,6,4,2
frog,男,11,7,6,5,5,6,6,5,6,5,6,5,5,6,6,5,6,7,6,4,6,5
frog,男,12,1,1,1,7,5,1,1,1,1,1,1,1,2,6,1,1,3,2,2,1,1
frog,男,13,3,4,2,5,6,1,1,1,2,2,2,1,5,6,2,2,1,7,6,1,4
frog,男,14,3,5,6,7,5,2,2,2,2,3,1,1,2,6,6,3,4,4,4,1,4
frog,男,15,3,2,2,7,6,5,2,3,1,2,6,2,6,5,3,2,2,5,2,1,2
frog,男,16,4,6,4,6,7,6,4,4,4,4,4,4,4,6,6,4,4,4,5,4,7
frog,男,17,5,6,5,6,5,4,3,2,3,3,3,3,3,5,4,4,4,6,5,4,5
frog,男,18,7,7,5,7,6,5,1,1,5,6,1,1,2,7,5,2,4,6,7,1,4
frog,男,19,4,3,3,7,7,5,1,1,1,1,3,1,2,7,7,1,5,6,1,1,1
frog,男,20,5,6,6,7,7,6,3,3,6,4,1,1,1,6,7,1,5,5,7,1,7
frog,男,21,3,3,3,4,4,3,2,2,3,4,3,3,2,3,3,4,3,3,3,4,3
frog,男,22,3,7,4,7,7,3,4,4,4,4,4,5,5,5,4,5,5,3,4,4,4
frog,男,23,6,6,1,7,5,5,2,5,1,5,1,6,1,6,1,4,3,3,4,5,6
frog,男,24,6,5,5,7,3,3,1,3,5,6,2,1,1,4,3,7,5,7,7,4,5
frog,男,25,2,5,3,7,7,3,2,2,1,1,3,1,5,7,6,1,1,2,7,1,7
frog,男,26,4,4,6,5,5,4,3,3,3,3,3,3,3,5,5,3,3,5,5,3,5
frog,男,27,6,5,5,7,7,6,2,2,3,6,1,1,1,7,6,5,4,4,5,5,6
frog,男,28,4,4,4,6,6,5,5,4,4,4,2,1,4,5,5,4,5,4,6,2,3
frog,男,29,5,7,4,7,5,1,3,1,7,5,2,1,3,7,7,5,2,3,7,2,4
frog,男,30,4,4,3,5,5,3,3,3,2,3,6,3,4,4,3,3,3,4,2,2,3
frog,男,31,1,4,5,7,7,1,1,1,1,1,1,1,4,7,7,1,1,3,7,1,7
frog,男,32,6,6,4,6,5,4,3,3,4,3,3,3,4,5,5,5,4,5,5,4,5
frog,男,33,1,2,2,2,2,6,1,1,1,1,2,1,1,6,6,1,1,5,1,1,1
frog,男,34,4,5,4,7,7,3,2,2,2,2,1,1,5,4,4,2,5,4,1,1,4
frog,男,35,5,5,7,7,7,6,4,5,5,4,5,5,6,6,6,6,6,6,6,4,4
frog,男,36,1,2,4,1,1,1,1,1,1,1,2,2,7,7,6,1,1,1,1,1,1
frog,女,37,7,6,6,6,2,2,2,2,2,4,1,1,1,6,2,1,3,3,2,2,7
frog,女,38,4,5,5,7,7,5,1,1,3,1,1,1,4,7,7,4,5,4,6,1,7
frog,女,39,7,5,1,7,7,7,1,1,1,1,1,5,1,1,5,1,1,1,7,1,4
frog,女,40,7,4,3,7,6,3,1,1,1,4,2,1,1,7,5,2,4,6,4,1,4
frog,女,41,4,4,3,7,7,3,1,1,2,2,1,1,4,7,5,4,3,4,7,1,7
frog,女,42,6,6,5,6,6,5,4,5,3,5,3,2,2,7,3,6,6,5,5,2,5
frog,女,43,5,6,5,7,7,5,2,3,3,5,1,1,2,6,5,3,6,5,5,5,6
frog,女,44,7,2,2,6,6,2,3,1,2,4,6,1,5,6,2,4,4,4,2,1,4
frog,女,45,6,5,5,7,7,2,2,1,2,2,1,1,3,6,7,4,7,6,7,1,6
frog,女,46,7,4,4,7,7,5,1,3,2,6,5,1,1,7,6,1,4,4,6,1,6
frog,女,47,4,5,1,6,5,2,4,5,2,1,2,5,5,7,4,3,4,4,5,1,4
frog,女,48,1,1,1,5,7,1,1,1,1,1,1,1,1,7,6,1,7,7,3,1,7
frog,女,49,4,6,4,7,7,7,5,6,4,6,3,1,4,7,6,6,6,4,7,1,6
frog,女,50,1,2,2,7,7,7,6,4,1,1,5,1,1,6,5,2,7,6,2,5,7
frog,女,51,5,6,7,7,3,7,3,4,4,5,6,3,2,7,4,4,4,4,5,1,1
frog,女,52,5,6,4,7,7,4,3,3,2,5,6,2,4,7,5,3,4,5,3,2,6
frog,女,53,6,4,4,5,4,5,4,3,3,2,2,2,4,5,5,4,4,4,4,2,6
frog,女,54,4,4,4,4,4,2,1,1,1,1,7,1,1,7,1,1,1,7,1,1,1
frog,女,55,3,2,3,4,4,3,3,4,3,3,3,4,4,4,4,4,3,4,4,4,5
frog,女,56,4,4,4,6,7,1,1,1,1,2,4,1,5,6,2,1,1,5,4,1,1
frog,女,57,3,5,5,7,7,2,2,4,2,4,6,2,2,7,7,1,6,6,5,1,7
frog,女,58,5,5,4,6,6,2,1,3,3,4,1,1,5,4,5,4,5,6,4,1,4
frog,女,59,3,4,6,7,7,5,3,2,2,1,5,2,5,5,5,2,5,6,2,2,7
frog,女,60,6,6,5,6,5,5,4,4,6,5,1,2,2,6,5,5,5,6,6,2,5
frog,女,61,4,3,3,6,6,2,2,2,1,4,5,2,5,7,5,6,5,4,6,3,5
frog,女,62,7,7,7,7,7,1,1,1,1,1,1,1,3,7,7,1,3,7,7,1,7
frog,女,63,5,6,4,7,7,3,3,3,3,3,2,1,1,7,7,2,2,5,7,3,7
frog,女,64,5,6,6,7,6,5,2,3,4,4,3,3,5,6,5,4,4,4,5,4,5
frog,女,65,4,4,4,6,5,3,1,1,2,4,3,2,2,5,4,4,4,5,5,1,2
frog,女,66,1,1,1,6,5,5,5,1,1,1,4,4,6,5,6,3,3,3,3,3,3
frog,女,67,4,4,4,6,5,6,2,7,2,2,5,4,3,7,5,6,4,4,4,4,7
frog,女,68,5,5,5,5,5,5,3,3,3,3,4,1,4,5,4,4,4,4,5,4,5
frog,女,69,6,6,6,7,5,4,4,4,6,5,4,4,4,6,6,5,5,6,6,6,5
frog,女,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
frog,女,71,5,4,3,6,3,3,3,3,4,5,2,1,1,6,4,4,4,4,5,3,3
frog,女,72,5,6,4,7,4,6,4,2,1,1,6,4,5,7,7,4,6,4,7,4,5
frog,女,73,4,4,1,7,1,4,4,4,3,2,3,2,2,6,5,2,2,2,6,3,6
frog,女,74,1,3,1,7,4,4,1,1,1,1,1,1,4,4,1,4,3,4,5,1,4
frog,女,75,4,7,6,7,6,4,4,4,4,4,4,1,3,7,6,4,4,6,4,1,6
frog,女,76,1,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,5,3,1,1,5
frog,女,77,5,5,5,7,7,6,6,2,1,2,1,1,6,7,5,5,4,4,7,1,2
frog,女,78,5,7,5,7,7,7,1,3,5,3,1,1,3,5,4,3,5,6,4,3,3
frog,女,79,3,5,1,6,4,6,3,3,1,3,2,1,2,7,2,4,5,5,4,1,6
frog,女,80,5,5,4,7,7,7,4,4,3,4,3,1,4,7,4,6,4,4,3,4,6
frog,女,81,7,3,2,1,6,3,1,1,1,5,5,1,1,6,2,4,4,6,5,1,4
frog,女,82,1,1,3,7,5,4,1,1,1,1,5,1,1,2,1,1,1,3,1,1,2
frog,女,83,5,4,3,7,7,5,2,2,2,6,3,2,5,5,7,4,4,5,6,4,4
frog,女,84,1,1,1,7,7,1,1,1,1,1,4,1,1,7,4,4,4,6,2,1,6
frog,女,85,1,1,1,6,6,3,3,1,1,1,1,1,4,7,1,1,2,6,6,1,7
frog,女,86,4,6,5,6,6,5,4,2,3,4,4,3,4,5,4,4,3,4,5,3,5
frog,女,87,2,5,2,6,6,3,2,1,2,2,2,2,5,6,5,2,2,5,3,1,6
frog,女,88,3,5,3,6,7,5,3,2,2,2,3,2,5,5,3,3,3,5,3,2,3
frog,女,89,6,6,2,6,6,3,2,3,2,6,6,2,3,4,6,4,4,4,5,3,3
frog,女,90,5,5,5,4,6,4,5,4,5,3,6,3,4,5,3,5,4,5,3,2,5
frog,女,91,3,5,3,7,7,1,1,1,2,1,7,2,6,5,4,1,4,5,5,4,4
frog,女,92,7,7,1,7,2,6,2,6,7,7,1,1,3,7,7,7,7,7,7,1,7
frog,女,93,1,2,4,5,4,2,1,1,4,1,4,2,4,7,4,3,2,4,5,1,6
frog,女,94,3,3,6,7,7,5,4,3,4,4,2,1,4,6,5,3,4,4,5,1,4
frog,女,95,2,2,1,3,4,5,4,3,2,6,1,1,1,7,4,5,5,5,3,1,6
frog,女,96,5,5,5,7,7,5,4,4,4,5,4,2,4,6,4,4,4,5,6,3,4
frog,女,97,3,4,3,6,6,5,4,4,4,4,3,3,5,6,5,4,4,4,4,4,4
frog,女,98,4,5,6,7,7,5,4,4,4,4,2,3,4,6,4,4,5,4,7,4,6
frog,女,99,1,1,1,6,6,4,2,1,1,1,5,2,3,5,5,2,2,5,2,2,1
frog,女,100,2,1,1,7,7,5,1,2,2,2,7,1,4,7,6,4,4,4,2,1,4
frog,女,101,4,5,3,6,7,5,3,2,2,1,1,1,5,6,4,6,5,5,2,1,2
frog,女,102,6,5,5,7,7,5,5,4,5,5,5,4,5,7,5,4,5,3,4,3,7
frog,女,103,7,6,6,6,6,6,5,4,5,5,6,4,6,6,5,5,6,5,4,5,6
frog,女,104,5,3,3,6,6,5,2,2,2,3,2,1,3,5,5,3,5,3,5,2,5
frog,女,105,6,5,5,6,5,3,2,1,2,6,1,1,5,7,5,4,2,5,3,2,6
frog,女,106,1,1,1,7,6,3,3,2,2,2,5,1,1,5,3,1,4,4,4,4,4
frog,女,107,3,5,4,6,5,4,4,3,4,3,2,4,3,4,4,4,4,4,4,4,4
ladybird,男,1,7,7,5,7,4,2,2,6,7,7,2,6,3,7,5,7,4,5,3,1,4
ladybird,男,2,6,6,1,7,7,1,1,2,1,6,1,5,1,7,7,6,2,6,7,1,6
ladybird,男,3,7,7,7,7,7,3,2,2,7,3,3,3,3,2,2,2,2,2,1,1,2
ladybird,男,4,7,7,7,7,7,7,1,1,1,1,1,6,1,7,7,1,1,6,7,1,7
ladybird,男,5,6,6,2,7,7,2,2,2,3,3,3,6,1,5,5,5,5,4,6,2,4
ladybird,男,6,4,6,5,5,5,4,2,4,4,4,5,4,5,5,5,4,4,5,5,5,7
ladybird,男,7,4,5,5,5,5,3,3,2,3,6,3,1,2,7,6,4,4,3,5,2,2
ladybird,男,8,6,7,5,7,4,4,4,4,5,5,2,2,1,6,6,4,4,6,7,3,7
ladybird,男,9,7,6,3,6,6,2,4,4,5,5,2,5,2,6,6,5,4,4,4,3,5
ladybird,男,10,6,5,5,3,6,6,7,4,3,4,6,4,6,5,3,5,6,3,6,3,3
ladybird,男,11,7,7,6,6,6,6,6,6,5,6,5,5,6,6,6,6,5,6,5,5,5
ladybird,男,12,1,6,1,7,6,2,1,1,3,5,1,5,1,7,6,6,5,2,6,1,2
ladybird,男,13,1,6,5,5,5,1,1,1,5,3,1,6,1,6,6,5,4,4,4,1,5
ladybird,男,14,5,4,5,7,7,1,1,5,3,5,2,6,2,7,7,4,2,6,7,1,6
ladybird,男,15,5,5,2,6,3,5,2,1,2,5,3,7,2,6,3,1,2,6,1,1,5
ladybird,男,16,4,6,4,7,6,4,4,4,5,4,4,6,4,7,7,4,4,4,5,4,5
ladybird,男,17,5,7,6,7,7,5,2,2,3,3,3,6,4,4,4,4,5,6,5,2,2
ladybird,男,18,7,7,2,7,7,2,1,1,6,7,1,6,1,7,7,4,1,5,6,1,5
ladybird,男,19,4,7,1,7,7,7,1,1,1,1,1,7,1,7,4,1,4,4,6,1,1
ladybird,男,20,1,7,4,7,5,3,1,5,4,1,4,5,1,7,7,5,1,6,7,1,6
ladybird,男,21,3,4,1,5,5,2,3,3,3,4,3,3,4,4,5,2,3,3,4,2,2
ladybird,男,22,5,4,5,5,5,2,5,4,5,4,4,3,3,3,3,5,4,5,5,3,5
ladybird,男,23,5,6,1,6,6,3,1,4,3,4,1,5,1,7,6,4,4,3,6,1,3
ladybird,男,24,5,7,6,7,7,4,1,2,5,5,1,7,1,6,5,5,4,4,5,1,5
ladybird,男,25,1,6,1,7,7,2,1,1,3,2,2,5,3,7,7,1,1,1,7,1,7
ladybird,男,26,4,5,5,5,5,3,2,2,2,2,3,6,2,5,5,4,2,2,5,4,5
ladybird,男,27,7,7,4,7,7,2,1,1,2,7,1,7,4,7,7,5,1,4,6,1,1
ladybird,男,28,5,6,5,7,7,3,3,3,6,6,3,5,2,6,6,5,5,5,7,2,4
ladybird,男,29,6,7,4,7,5,1,1,1,5,1,2,3,4,6,3,5,3,5,6,1,3
ladybird,男,30,5,6,6,6,6,3,3,2,3,2,2,6,4,6,6,2,4,4,5,3,4
ladybird,男,31,1,6,1,7,7,5,1,1,1,1,1,1,1,7,7,6,1,1,7,1,7
ladybird,男,32,5,5,5,6,6,3,3,3,3,3,4,6,3,6,5,4,3,4,5,4,4
ladybird,男,33,6,7,5,6,7,1,1,1,1,1,1,5,2,6,7,2,1,5,4,1,4
ladybird,男,34,7,7,5,7,4,4,1,1,5,6,4,4,1,5,6,7,5,4,7,4,4
ladybird,男,35,4,6,6,4,4,6,4,6,2,7,4,5,5,7,7,7,6,6,6,7,7
ladybird,男,36,3,3,3,6,5,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2
ladybird,女,37,2,6,5,7,6,2,2,2,2,2,2,4,2,7,7,4,2,3,5,1,6
ladybird,女,38,6,7,4,7,7,1,1,1,4,4,1,7,4,7,7,1,4,4,7,1,7
ladybird,女,39,7,7,7,7,7,6,1,1,1,7,1,7,1,7,7,1,2,1,7,1,4
ladybird,女,40,3,3,2,7,7,2,1,1,1,1,2,5,1,7,7,1,2,4,4,1,6
ladybird,女,41,7,7,2,7,3,2,1,5,5,4,2,5,2,7,6,4,1,6,6,1,7
ladybird,女,42,7,7,6,6,3,2,2,6,6,6,2,2,2,6,6,4,4,5,6,2,6
ladybird,女,43,6,6,6,7,6,1,1,1,5,6,1,5,1,6,6,4,2,5,5,1,6
ladybird,女,44,7,7,2,7,7,3,1,1,5,5,1,2,4,7,7,4,4,4,5,1,5
ladybird,女,45,6,7,5,7,7,2,1,1,2,6,1,7,2,6,5,6,7,6,7,1,6
ladybird,女,46,6,7,7,7,2,1,1,4,6,6,1,4,1,7,7,4,1,5,7,1,6
ladybird,女,47,7,7,1,7,7,1,1,7,5,7,1,5,1,7,7,4,4,6,6,1,6
ladybird,女,48,1,7,1,7,7,1,1,1,1,1,1,1,1,7,7,1,1,7,6,1,5
ladybird,女,49,6,7,1,7,7,1,1,4,7,5,1,6,1,7,7,7,4,5,7,1,7
ladybird,女,50,2,6,4,7,5,5,5,5,5,5,2,6,2,7,7,4,5,6,7,3,7
ladybird,女,51,5,7,2,7,7,1,1,4,4,5,1,7,1,7,4,4,4,4,7,1,4
ladybird,女,52,7,6,4,7,7,4,2,2,4,6,4,5,2,7,7,3,3,3,6,3,5
ladybird,女,53,4,6,2,6,5,4,3,2,4,4,4,4,4,6,5,4,4,4,7,4,4
ladybird,女,54,7,7,7,7,1,1,1,1,1,7,1,1,1,7,7,1,1,1,7,1,1
ladybird,女,55,5,4,5,5,5,5,4,4,5,5,2,2,2,2,2,3,3,3,3,4,4
ladybird,女,56,5,6,1,6,6,1,1,1,1,1,1,7,1,6,6,1,2,1,6,1,4
ladybird,女,57,5,6,5,7,7,2,1,4,3,2,2,6,2,7,7,1,1,5,7,1,7
ladybird,女,58,6,7,5,7,4,2,1,1,6,5,1,1,2,7,7,5,4,5,6,1,5
ladybird,女,59,5,6,6,7,7,5,1,3,6,6,1,6,1,7,4,4,5,6,7,2,4
ladybird,女,60,6,7,2,6,5,3,2,4,5,6,2,6,2,6,6,5,5,5,6,2,4
ladybird,女,61,6,6,3,7,7,5,1,2,5,6,2,5,2,7,7,6,4,4,7,2,6
ladybird,女,62,7,7,7,7,7,1,1,1,7,4,1,7,1,7,1,1,1,7,7,1,7
ladybird,女,63,7,7,7,7,5,3,1,1,5,5,2,2,5,7,7,4,4,4,7,3,7
ladybird,女,64,5,7,7,7,6,4,4,4,4,4,4,6,4,6,6,4,4,4,5,4,5
ladybird,女,65,6,5,3,7,4,4,4,4,5,6,4,4,4,6,6,4,4,5,6,1,1
ladybird,女,66,5,6,5,6,4,3,4,4,4,3,3,4,4,6,6,5,3,5,5,4,4
ladybird,女,67,7,7,6,6,7,5,1,4,7,7,1,5,4,7,7,7,4,4,7,4,7
ladybird,女,68,7,7,7,7,6,1,1,1,5,5,1,5,1,5,5,4,4,5,6,4,5
ladybird,女,69,5,5,6,7,1,2,1,1,6,4,1,7,2,6,6,4,5,6,7,2,6
ladybird,女,70,5,7,1,7,7,6,1,1,7,6,1,1,1,7,7,1,1,1,7,1,1
ladybird,女,71,6,7,3,7,4,2,2,4,3,5,3,3,2,6,6,4,5,5,6,2,5
ladybird,女,72,7,7,7,7,6,7,1,2,7,7,1,5,1,7,5,4,4,4,6,1,7
ladybird,女,73,5,7,7,7,7,2,2,1,7,5,1,3,1,6,5,2,3,3,6,3,6
ladybird,女,74,5,7,1,7,7,6,1,4,4,4,1,1,2,7,6,5,4,4,6,1,6
ladybird,女,75,5,7,7,7,7,4,1,1,4,4,4,7,4,5,6,4,4,5,7,1,6
ladybird,女,76,2,7,7,7,7,7,1,1,1,1,1,7,1,7,7,4,4,4,4,1,5
ladybird,女,77,7,7,5,7,7,1,1,1,2,7,1,5,1,7,7,4,4,4,7,1,1
ladybird,女,78,7,7,3,6,6,1,1,1,2,1,1,7,1,7,7,5,1,7,5,1,3
ladybird,女,79,7,7,1,7,5,4,1,1,6,5,4,5,3,7,6,4,4,4,6,1,2
ladybird,女,80,7,7,6,7,7,1,1,4,7,7,1,5,4,7,7,7,4,4,7,4,6
ladybird,女,81,7,7,5,7,7,3,1,1,5,5,2,6,1,7,7,5,4,5,5,1,4
ladybird,女,82,4,5,2,5,4,1,1,1,1,1,1,1,1,6,1,4,1,4,2,1,2
